day,run,frame_index,timestamp,frame_type,screenX,screenY
1,2,1,1779219748.84199,0,1680,1050
1,2,2,1779219748.86495,-1,1680,1050
1,2,3,1779219748.88577,-1,1680,1050
1,2,4,1779219748.90659,-1,1680,1050
1,2,5,1779219748.92741,-1,1680,1050
1,2,6,1779219748.94822,-1,1680,1050
1,2,7,1779219748.96904,-1,1680,1050
1,2,8,1779219748.98986,-1,1680,1050
1,2,9,1779219749.01068,-1,1680,1050
1,2,10,1779219749.0315,-1,1680,1050
1,2,11,1779219749.05232,-1,1680,1050
1,2,12,1779219749.07314,-1,1680,1050
1,2,13,1779219749.09396,-1,1680,1050
1,2,14,1779219749.11478,-1,1680,1050
1,2,15,1779219749.1356,-1,1680,1050
1,2,16,1779219749.15642,-1,1680,1050
1,2,17,1779219749.17724,-1,1680,1050
1,2,18,1779219749.19806,-1,1680,1050
1,2,19,1779219749.21888,-1,1680,1050
1,2,20,1779219749.2397,-1,1680,1050
1,2,21,1779219749.26052,-1,1680,1050
1,2,22,1779219749.28134,-1,1680,1050
1,2,23,1779219749.30216,-1,1680,1050
1,2,24,1779219749.32298,-1,1680,1050
1,2,25,1779219749.3438,-1,1680,1050
1,2,26,1779219749.36461,-1,1680,1050
1,2,27,1779219749.38543,-1,1680,1050
1,2,28,1779219749.40625,-1,1680,1050
1,2,29,1779219749.42707,-1,1680,1050
1,2,30,1779219749.44789,-1,1680,1050
1,2,31,1779219749.46871,-1,1680,1050
1,2,32,1779219749.48953,-1,1680,1050
1,2,33,1779219749.51035,-1,1680,1050
1,2,34,1779219749.53117,-1,1680,1050
1,2,35,1779219749.55199,-1,1680,1050
1,2,36,1779219749.57281,-1,1680,1050
1,2,37,1779219749.59363,-1,1680,1050
1,2,38,1779219749.61445,-1,1680,1050
1,2,39,1779219749.63527,-1,1680,1050
1,2,40,1779219749.65609,-1,1680,1050
1,2,41,1779219749.67691,-1,1680,1050
1,2,42,1779219749.69773,-1,1680,1050
1,2,43,1779219749.71855,-1,1680,1050
1,2,44,1779219749.73937,-1,1680,1050
1,2,45,1779219749.76018,-1,1680,1050
1,2,46,1779219749.781,-1,1680,1050
1,2,47,1779219749.80182,-1,1680,1050
1,2,48,1779219749.82264,-1,1680,1050
1,2,49,1779219749.84346,-1,1680,1050
1,2,50,1779219749.86428,-1,1680,1050
1,2,51,1779219749.8851,-1,1680,1050
1,2,52,1779219749.90592,-1,1680,1050
1,2,53,1779219749.92674,-1,1680,1050
1,2,54,1779219749.94756,-1,1680,1050
1,2,55,1779219749.96838,-1,1680,1050
1,2,56,1779219749.9892,-1,1680,1050
1,2,57,1779219750.01002,-1,1680,1050
1,2,58,1779219750.03084,-1,1680,1050
1,2,59,1779219750.05166,-1,1680,1050
1,2,60,1779219750.07248,-1,1680,1050
1,2,61,1779219750.0933,-1,1680,1050
1,2,62,1779219750.11412,-1,1680,1050
1,2,63,1779219750.13494,-1,1680,1050
1,2,64,1779219750.15576,-1,1680,1050
1,2,65,1779219750.17658,-1,1680,1050
1,2,66,1779219750.1974,-1,1680,1050
1,2,67,1779219750.21821,-1,1680,1050
1,2,68,1779219750.23903,-1,1680,1050
1,2,69,1779219750.25985,-1,1680,1050
1,2,70,1779219750.28067,-1,1680,1050
1,2,71,1779219750.30149,-1,1680,1050
1,2,72,1779219750.32231,-1,1680,1050
1,2,73,1779219750.34313,-1,1680,1050
1,2,74,1779219750.36395,-1,1680,1050
1,2,75,1779219750.38477,-1,1680,1050
1,2,76,1779219750.40559,-1,1680,1050
1,2,77,1779219750.42641,-1,1680,1050
1,2,78,1779219750.44723,-1,1680,1050
1,2,79,1779219750.46805,-1,1680,1050
1,2,80,1779219750.48887,-1,1680,1050
1,2,81,1779219750.50969,-1,1680,1050
1,2,82,1779219750.53051,-1,1680,1050
1,2,83,1779219750.55133,-1,1680,1050
1,2,84,1779219750.57215,-1,1680,1050
1,2,85,1779219750.59297,-1,1680,1050
1,2,86,1779219750.61379,-1,1680,1050
1,2,87,1779219750.6346,-1,1680,1050
1,2,88,1779219750.65542,-1,1680,1050
1,2,89,1779219750.67624,-1,1680,1050
1,2,90,1779219750.69706,-1,1680,1050
1,2,91,1779219750.71788,-1,1680,1050
1,2,92,1779219750.7387,-1,1680,1050
1,2,93,1779219750.75952,-1,1680,1050
1,2,94,1779219750.78034,-1,1680,1050
1,2,95,1779219750.80116,-1,1680,1050
1,2,96,1779219750.82198,-1,1680,1050
1,2,97,1779219750.8428,-1,1680,1050
1,2,98,1779219750.86362,-1,1680,1050
1,2,99,1779219750.88444,-1,1680,1050
1,2,100,1779219750.90526,-1,1680,1050
1,2,101,1779219750.92608,-1,1680,1050
1,2,102,1779219750.9469,-1,1680,1050
1,2,103,1779219750.96772,-1,1680,1050
1,2,104,1779219750.98854,-1,1680,1050
1,2,105,1779219751.00936,-1,1680,1050
1,2,106,1779219751.03017,-1,1680,1050
1,2,107,1779219751.05099,-1,1680,1050
1,2,108,1779219751.07181,-1,1680,1050
1,2,109,1779219751.09263,-1,1680,1050
1,2,110,1779219751.11345,-1,1680,1050
1,2,111,1779219751.13427,-1,1680,1050
1,2,112,1779219751.15509,-1,1680,1050
1,2,113,1779219751.17591,-1,1680,1050
1,2,114,1779219751.19673,-1,1680,1050
1,2,115,1779219751.21755,-1,1680,1050
1,2,116,1779219751.23837,-1,1680,1050
1,2,117,1779219751.25919,-1,1680,1050
1,2,118,1779219751.28001,-1,1680,1050
1,2,119,1779219751.30083,-1,1680,1050
1,2,120,1779219751.32165,-1,1680,1050
1,2,121,1779219751.34247,-1,1680,1050
1,2,122,1779219751.36329,-1,1680,1050
1,2,123,1779219751.38411,-1,1680,1050
1,2,124,1779219751.40493,-1,1680,1050
1,2,125,1779219751.42575,-1,1680,1050
1,2,126,1779219751.44657,-1,1680,1050
1,2,127,1779219751.46739,-1,1680,1050
1,2,128,1779219751.4882,-1,1680,1050
1,2,129,1779219751.50902,-1,1680,1050
1,2,130,1779219751.52984,-1,1680,1050
